koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,koi_depth,koi_teq,koi_impact,koi_insol,koi_model_snr
FALSE POSITIVE,0,0,1,0,18.03,384.7,2146.0,0.017,5009.17,37.2
CANDIDATE,0,0,0,0,1.38,255.5,751.0,0.735,75.39,9.8
FALSE POSITIVE,0,1,0,0,125.96,74653.0,1984.0,1.062,3667.86,2882.0
FALSE POSITIVE,0,1,0,0,81.88,268.5,3738.0,1.247,46102.7,256.3
FALSE POSITIVE,0,0,1,0,164.06,256090.0,915.0,0.71,166.06,5260.3
FALSE POSITIVE,0,0,1,0,51.31,261730.0,575.0,0.298,25.82,4263.6
FALSE POSITIVE,1,0,0,0,0.65,43.7,1941.0,0.489,3371.24,23.8
FALSE POSITIVE,0,0,1,0,24.93,55165.0,760.0,0.455,78.98,2046.2
FALSE POSITIVE,0,0,1,0,158.5,2019.5,3651.0,1.294,42225.89,457.8
FALSE POSITIVE,1,0,0,1,1.05,136.0,1659.0,0.766,1797.86,9.9
FALSE POSITIVE,0,0,1,0,117.51,153900.0,1542.0,0.88,1336.82,3033.4
FALSE POSITIVE,0,0,1,0,369.2,7342.5,3790.0,1.247,48665.04,1159.9
FALSE POSITIVE,0,0,1,0,78.14,361620.0,1191.0,0.526,475.44,3044.1
FALSE POSITIVE,0,0,1,0,36.68,55374.0,1183.0,0.891,462.81,2884.0
FALSE POSITIVE,0,1,0,0,0.76,50.0,2146.0,0.26,4984.96,12.7
FALSE POSITIVE,0,0,1,0,49.2,97564.0,994.0,0.269,230.66,8326.3
FALSE POSITIVE,0,1,0,0,63.68,134180.0,923.0,0.388,171.91,8616.1
CANDIDATE,0,0,0,0,1.74,653.8,613.0,0.469,33.32,8.2
FALSE POSITIVE,0,1,0,0,66.59,346180.0,1415.0,0.559,948.25,644.7
FALSE POSITIVE,0,0,1,0,400.4,213840.0,1552.0,1.623,1370.16,4407.8
FALSE POSITIVE,0,0,1,0,20.71,58975.0,618.0,0.328,34.4,1797.6
FALSE POSITIVE,1,0,0,1,0.69,66.0,1642.0,0.133,1724.34,8.9
FALSE POSITIVE,1,0,0,1,10.28,351.4,3696.0,0.565,43890.28,27.1
FALSE POSITIVE,0,0,1,0,42.57,156160.0,462.0,0.499,10.79,2927.4
FALSE POSITIVE,0,0,1,0,116.84,37663.0,963.0,1.175,202.98,658.2
FALSE POSITIVE,0,0,1,0,51.79,185860.0,796.0,0.825,94.74,1542.6
CANDIDATE,0,0,0,0,14.59,47337.0,1276.0,0.262,623.51,476.0
FALSE POSITIVE,0,0,1,0,42.03,37721.0,1690.0,1.167,1922.43,164.2
CANDIDATE,0,0,0,0,3.33,63.2,1550.0,0.213,1365.41,9.9
FALSE POSITIVE,0,0,1,0,217.25,702440.0,2263.0,0.597,6187.57,2651.1
FALSE POSITIVE,0,1,0,0,177.78,300710.0,2944.0,0.12,17830.7,2082.6
CANDIDATE,0,0,0,0,1.12,204.9,674.0,0.168,48.8,10.3
FALSE POSITIVE,0,0,1,0,34.03,164850.0,843.0,0.548,119.12,671.3
FALSE POSITIVE,0,1,0,0,12.52,76.7,2481.0,1.045,8964.2,31.4
FALSE POSITIVE,0,0,1,0,162.84,690240.0,1272.0,0.0,619.07,655.2
FALSE POSITIVE,0,0,1,0,114.63,117110.0,925.0,0.969,172.73,2951.2
FALSE POSITIVE,0,0,1,0,77.97,68184.0,1141.0,0.985,401.55,3442.2
CANDIDATE,0,0,0,0,41.53,207.8,2167.0,1.159,5197.02,59.5
FALSE POSITIVE,0,0,1,0,65.5,124830.0,829.0,0.952,111.83,2671.7
FALSE POSITIVE,0,1,0,0,18.8,202.4,1366.0,1.153,822.2,87.1
FALSE POSITIVE,0,1,0,0,3.62,532.9,1973.0,0.947,3587.69,210.1
FALSE POSITIVE,0,0,1,0,47.26,42519.0,781.0,1.15,88.01,1537.8
FALSE POSITIVE,0,1,0,0,2.47,450.7,2138.0,0.327,4953.98,20.2
FALSE POSITIVE,0,1,0,0,1.54,32.8,2492.0,0.729,9138.09,22.4
FALSE POSITIVE,0,0,1,0,63.58,80671.0,652.0,0.788,42.65,604.3
CANDIDATE,0,0,0,0,1.49,223.4,2036.0,0.145,4086.46,9.4
FALSE POSITIVE,1,0,0,0,28.63,1118.1,1619.0,1.237,1622.84,145.3
FALSE POSITIVE,0,0,1,0,69.23,340910.0,1203.0,0.553,494.75,1379.1
FALSE POSITIVE,0,0,1,0,53.1,161930.0,467.0,1.003,11.24,1899.1
FALSE POSITIVE,0,0,1,0,38.01,68002.0,1044.0,1.031,280.82,374.8
FALSE POSITIVE,0,1,0,0,1.09,270.3,577.0,0.344,26.18,7.4
CANDIDATE,0,0,0,0,1.19,124.0,1052.0,0.08,289.51,10.1
FALSE POSITIVE,0,0,1,0,50.13,57316.0,1825.0,0.909,2624.42,1048.1
FALSE POSITIVE,0,0,1,0,40.43,116050.0,373.0,0.944,4.59,759.7
FALSE POSITIVE,1,0,0,0,1.11,290.2,1365.0,0.199,826.03,8.5
FALSE POSITIVE,0,0,1,0,18.8,44576.0,690.0,0.899,53.74,907.2
FALSE POSITIVE,0,1,0,0,92.29,378390.0,2312.0,0.84,6728.14,671.9
FALSE POSITIVE,0,0,1,0,130.46,144600.0,2943.0,0.901,17727.93,1662.0
FALSE POSITIVE,0,0,1,0,19.12,45979.0,518.0,0.86,17.04,2393.2
FALSE POSITIVE,0,0,1,0,114.14,28977.0,902.0,1.2,156.47,1262.3
FALSE POSITIVE,0,0,1,0,70.64,311050.0,1925.0,0.619,3242.53,537.4
FALSE POSITIVE,0,0,1,0,47.81,400010.0,1313.0,0.388,701.93,1095.9
FALSE POSITIVE,0,0,1,0,50.33,43087.0,1310.0,0.749,696.82,3799.5
CANDIDATE,0,0,0,0,2.71,408.4,1008.0,0.734,244.47,9.4
FALSE POSITIVE,0,0,1,0,58.67,131940.0,1957.0,0.905,3455.76,1149.3
CANDIDATE,0,0,0,0,0.75,117.3,679.0,0.073,50.14,10.5
FALSE POSITIVE,0,0,0,1,0.37,12.9,2077.0,0.121,4422.99,11.2
FALSE POSITIVE,0,0,1,0,57.48,66012.0,1784.0,1.123,2389.78,204.0
FALSE POSITIVE,0,1,0,0,75.21,393900.0,864.0,0.506,131.33,2540.6
FALSE POSITIVE,0,0,1,0,43.42,46565.0,601.0,1.126,30.92,785.0
FALSE POSITIVE,0,0,1,0,35.03,92672.0,668.0,0.777,47.14,1620.8
FALSE POSITIVE,1,0,0,1,0.79,84.1,2115.0,0.284,4714.94,14.8
FALSE POSITIVE,1,0,1,1,44.35,15298.0,1352.0,1.242,788.17,85.5
FALSE POSITIVE,1,0,0,1,1.27,185.6,1097.0,0.688,342.77,11.4
FALSE POSITIVE,0,0,1,0,32.57,219220.0,271.0,0.753,1.28,1566.8
CANDIDATE,0,0,0,0,1.5,213.1,737.0,0.039,69.62,7.9
FALSE POSITIVE,1,1,0,0,46.02,448.9,1786.0,1.195,2400.3,40.3
FALSE POSITIVE,0,0,1,1,1.36,313.8,734.0,0.529,68.48,12.4
FALSE POSITIVE,0,0,1,0,14.94,8245.0,1988.0,0.861,3686.75,105.8
FALSE POSITIVE,1,1,0,0,1.93,72.0,4181.0,0.516,71798.87,4.9
FALSE POSITIVE,0,1,0,0,50.25,328.2,2117.0,1.187,4744.68,99.5
FALSE POSITIVE,1,1,0,0,2.49,412.0,1795.0,0.922,2448.03,40.9
CANDIDATE,0,0,0,0,1.36,183.4,1933.0,0.045,3285.52,13.7
FALSE POSITIVE,0,1,0,0,9.08,2434.0,1370.0,0.919,832.67,3.1
FALSE POSITIVE,0,0,1,0,54.03,41160.0,2193.0,1.214,5486.36,641.4
FALSE POSITIVE,1,0,0,0,0.93,162.5,632.0,0.016,37.74,7.7
FALSE POSITIVE,0,0,1,0,31.43,1530.6,1550.0,1.242,1362.23,181.9
FALSE POSITIVE,0,0,1,0,38.87,71766.0,527.0,1.076,18.22,1986.1
FALSE POSITIVE,1,0,1,1,3.35,499.2,533.0,0.988,19.12,12.2
CANDIDATE,0,0,0,0,3.56,149.8,2104.0,0.199,4636.69,7.9
FALSE POSITIVE,0,0,1,0,54.93,18837.0,1274.0,1.211,622.32,616.9
FALSE POSITIVE,0,0,1,0,69.55,241360.0,1581.0,0.71,1476.77,881.5
FALSE POSITIVE,1,0,0,0,0.69,29.7,1745.0,0.586,2196.53,17.1
FALSE POSITIVE,0,0,1,0,139.36,140160.0,2230.0,0.887,5838.68,379.7
CANDIDATE,0,0,0,0,1.2,173.3,1268.0,0.295,611.31,10.1
FALSE POSITIVE,0,0,1,0,75.1,94675.0,1966.0,0.83,3523.25,1071.9
FALSE POSITIVE,0,0,1,0,237.79,682180.0,1179.0,1.233,457.25,3076.6
FALSE POSITIVE,0,0,1,1,272.44,75054.0,1289.0,1.35,652.01,1554.1
FALSE POSITIVE,0,0,1,0,33.11,24616.0,605.0,1.199,31.61,928.2
FALSE POSITIVE,0,0,1,0,82.29,20729.0,3013.0,1.212,19590.61,726.2
FALSE POSITIVE,0,0,1,0,125.64,327660.0,2679.0,0.641,12266.51,541.2
CANDIDATE,0,0,0,0,1.46,370.6,1234.0,0.33,547.5,10.9
CANDIDATE,0,0,1,0,35.67,2236.6,2011.0,1.267,3850.25,298.0
FALSE POSITIVE,0,0,1,0,47.22,45265.0,1300.0,1.117,673.9,918.0
CANDIDATE,0,0,0,0,1.88,660.0,541.0,0.129,20.29,10.9
FALSE POSITIVE,0,0,1,0,63.25,414950.0,742.0,0.479,71.88,1809.8
FALSE POSITIVE,0,0,1,0,52.88,103140.0,523.0,0.973,17.63,1435.1
CANDIDATE,0,0,0,0,67.45,6571.5,2260.0,1.26,6185.9,100.1
FALSE POSITIVE,0,0,1,0,75.31,247740.0,2551.0,0.385,9989.53,706.1
FALSE POSITIVE,0,1,0,0,1.15,212.7,1036.0,0.022,272.61,7.6
FALSE POSITIVE,0,0,1,0,59.22,153410.0,490.0,0.885,13.58,1146.6
FALSE POSITIVE,0,0,1,0,39.08,190570.0,1499.0,0.421,1194.16,833.4
FALSE POSITIVE,1,1,0,1,17.41,124.5,925.0,1.157,173.44,26.6
FALSE POSITIVE,1,0,0,1,0.42,33.8,1152.0,0.373,416.87,15.1
FALSE POSITIVE,1,0,0,1,1.19,31.0,2200.0,0.734,5537.41,19.4
FALSE POSITIVE,0,0,1,0,110.85,339060.0,530.0,0.585,18.65,1974.6
FALSE POSITIVE,0,0,1,0,116.52,143680.0,765.0,0.902,80.93,4421.6
FALSE POSITIVE,0,0,1,0,54.72,233260.0,447.0,0.741,9.45,880.3
FALSE POSITIVE,0,0,1,0,67.08,267050.0,2112.0,0.686,4703.58,1063.2
FALSE POSITIVE,0,1,0,0,4.64,839.5,2102.0,0.98,4624.3,30.9
FALSE POSITIVE,0,0,1,0,53.32,99376.0,1701.0,0.985,1973.12,86.8
FALSE POSITIVE,0,0,1,0,41.48,17481.0,1926.0,1.242,3241.36,267.3
FALSE POSITIVE,0,1,0,0,1.35,11.5,4231.0,0.907,75637.15,15.4
FALSE POSITIVE,0,1,0,1,97.23,80571.0,1062.0,0.257,300.32,852.2
CANDIDATE,0,0,0,0,1.45,198.4,385.0,0.004,5.22,11.1
FALSE POSITIVE,1,0,1,0,5.02,123.5,3938.0,0.386,56796.99,24.0
FALSE POSITIVE,0,0,1,0,888.7,8150.9,4178.0,1.364,71976.93,471.2
FALSE POSITIVE,0,0,1,0,50.72,145040.0,587.0,0.899,28.08,3016.9
FALSE POSITIVE,0,1,0,0,2.51,57.7,3464.0,0.738,33931.93,18.1
FALSE POSITIVE,0,0,1,0,57.95,28999.0,1240.0,0.967,560.24,2184.7
FALSE POSITIVE,0,0,1,0,90.36,107590.0,1731.0,0.626,2125.53,864.9
FALSE POSITIVE,0,0,1,0,56.52,87881.0,1491.0,0.222,1169.67,6113.7
FALSE POSITIVE,0,1,0,1,0.35,14.8,2066.0,0.227,4277.24,13.1
FALSE POSITIVE,1,0,1,1,0.52,34.9,2045.0,0.25,4154.8,21.9
FALSE POSITIVE,1,1,0,1,0.49,27.6,2073.0,0.492,4352.1,13.5
FALSE POSITIVE,1,1,0,1,0.86,101.1,2064.0,0.18,4264.42,22.1
CANDIDATE,0,0,0,0,2.16,83.8,899.0,0.239,154.4,11.8
FALSE POSITIVE,0,0,1,0,91.91,12367.0,1722.0,1.269,2078.32,632.4
FALSE POSITIVE,0,0,1,0,56.94,59618.0,1038.0,1.101,274.04,2049.1
FALSE POSITIVE,0,0,1,0,52.84,244950.0,933.0,0.724,178.98,3356.8
CANDIDATE,0,0,1,0,45.99,6177.1,1614.0,1.285,1605.97,351.1
FALSE POSITIVE,0,0,1,0,67.36,324550.0,525.0,0.622,17.9,1151.6
CANDIDATE,0,0,0,0,1.61,243.0,1928.0,0.185,3274.72,8.4
FALSE POSITIVE,0,0,1,0,67.38,245220.0,1455.0,0.216,1059.83,5461.0
CANDIDATE,0,0,0,0,4.39,76.8,1459.0,0.231,1069.24,9.4
FALSE POSITIVE,1,0,0,0,0.89,106.1,1631.0,0.382,1678.58,12.3
FALSE POSITIVE,1,0,0,1,0.52,68.0,883.0,0.262,143.89,10.0
FALSE POSITIVE,0,0,0,1,0.56,46.1,1076.0,0.344,317.0,7.8
CANDIDATE,0,0,0,0,39.82,576.6,1535.0,1.23,1313.37,24.5
FALSE POSITIVE,0,0,1,0,59.62,212830.0,1678.0,0.511,1876.0,1819.1
FALSE POSITIVE,0,1,0,0,72.9,220420.0,1141.0,0.761,401.43,2041.6
FALSE POSITIVE,0,0,1,0,118.99,225250.0,2104.0,0.762,4632.97,5915.4
FALSE POSITIVE,0,0,1,0,59.19,59134.0,1935.0,1.103,3314.58,554.4
FALSE POSITIVE,1,1,0,1,0.38,62.2,865.0,0.848,131.85,9.2
FALSE POSITIVE,1,0,1,0,52.43,37638.0,1836.0,1.145,2679.88,454.6
FALSE POSITIVE,0,0,1,0,61.14,153230.0,845.0,0.978,120.48,3170.1
FALSE POSITIVE,0,1,0,0,19.71,481.1,690.0,1.204,53.56,72.3
FALSE POSITIVE,0,0,1,0,60.49,373660.0,921.0,0.399,169.85,2842.2
FALSE POSITIVE,0,0,1,0,19.09,50793.0,1179.0,0.759,457.02,137.3
FALSE POSITIVE,1,0,0,1,164.49,176.2,3536.0,1.207,36995.02,17.4
FALSE POSITIVE,0,0,1,0,48.13,11969.0,555.0,1.272,22.44,72.6
FALSE POSITIVE,0,0,1,0,54.36,3367.1,2079.0,1.298,4417.56,292.0
FALSE POSITIVE,0,0,1,0,40.0,64776.0,1807.0,0.537,2520.03,1227.3
FALSE POSITIVE,0,1,0,0,51.58,310680.0,696.0,0.616,55.37,1907.8
FALSE POSITIVE,0,0,1,0,29.45,127790.0,1716.0,0.793,2036.56,578.2
FALSE POSITIVE,1,0,0,0,0.54,32.7,1922.0,0.447,3227.02,3.8
FALSE POSITIVE,0,0,1,0,141.82,560310.0,682.0,0.305,51.25,1236.1
FALSE POSITIVE,0,1,0,0,59.95,6907.1,1133.0,0.653,389.15,91.3
FALSE POSITIVE,1,0,1,0,77.4,41596.0,2549.0,1.216,9947.96,845.0
FALSE POSITIVE,0,0,1,0,319.52,7473.8,1682.0,1.307,1893.11,416.1
FALSE POSITIVE,0,0,1,0,23.48,136390.0,392.0,0.726,5.55,180.9
FALSE POSITIVE,0,0,1,0,75.86,563290.0,1005.0,0.095,241.42,1331.5
FALSE POSITIVE,0,0,1,0,105.07,82364.0,1737.0,1.07,2150.58,943.7
FALSE POSITIVE,0,0,1,0,26.96,36700.0,1036.0,0.953,272.7,1508.7
FALSE POSITIVE,0,1,0,0,42.33,199900.0,1628.0,0.766,1654.36,545.0
FALSE POSITIVE,1,1,0,1,0.88,93.5,1059.0,0.66,296.41,10.4
FALSE POSITIVE,1,0,0,1,0.79,99.5,1193.0,0.004,477.24,11.8
FALSE POSITIVE,0,0,1,0,82.04,266550.0,1793.0,0.702,2448.43,2132.0
FALSE POSITIVE,0,0,1,0,66.69,72976.0,727.0,1.069,65.88,2173.1
FALSE POSITIVE,0,0,1,0,43.68,110950.0,1896.0,0.883,3066.26,3769.0
FALSE POSITIVE,0,0,1,0,53.4,236250.0,1050.0,0.231,287.83,9054.7
FALSE POSITIVE,0,0,1,0,51.06,71071.0,811.0,1.065,102.2,1812.6
FALSE POSITIVE,1,0,1,0,26.41,372.0,2173.0,1.22,5290.98,59.5
FALSE POSITIVE,0,0,1,0,67.05,62962.0,2594.0,1.074,10725.15,469.2
FALSE POSITIVE,0,0,1,0,93.43,415020.0,668.0,0.489,47.15,1375.1
FALSE POSITIVE,0,0,1,0,127.57,488410.0,1002.0,0.357,238.5,3788.7
FALSE POSITIVE,0,0,1,0,246.75,173950.0,2630.0,0.83,11307.3,1975.1
FALSE POSITIVE,0,1,0,0,1.07,19.7,1571.0,0.995,1438.97,23.6
FALSE POSITIVE,0,0,1,0,33.93,70873.0,987.0,0.877,224.32,1397.7
FALSE POSITIVE,0,0,1,0,15.47,11852.0,428.0,0.956,7.96,268.1
FALSE POSITIVE,1,0,0,1,1.22,136.0,1428.0,0.78,981.63,13.8
FALSE POSITIVE,0,0,1,0,77.59,304070.0,2045.0,0.63,4147.85,476.6
FALSE POSITIVE,0,0,0,1,0.44,37.4,1404.0,0.185,917.78,9.2
CANDIDATE,0,0,0,0,0.83,109.3,1007.0,0.088,243.14,10.0
FALSE POSITIVE,0,0,1,0,34.05,37224.0,1709.0,1.145,2003.98,174.0
FALSE POSITIVE,0,0,1,0,80.71,245990.0,1815.0,0.324,2560.78,2717.0
FALSE POSITIVE,0,0,1,0,53.72,79330.0,759.0,1.046,78.43,1779.1
FALSE POSITIVE,1,0,0,1,1.2,45.1,2308.0,0.719,6722.29,12.7
FALSE POSITIVE,0,1,0,0,2.02,433.6,302.0,0.327,1.97,6.9
FALSE POSITIVE,0,0,1,0,129.87,226980.0,2905.0,0.375,16893.61,1315.5
FALSE POSITIVE,0,0,1,0,149.19,10308.0,1174.0,1.25,448.22,773.4
FALSE POSITIVE,0,0,1,0,104.26,103970.0,2092.0,0.986,4536.51,2047.9
FALSE POSITIVE,1,0,0,1,11.4,633.0,741.0,0.004,71.36,27.9
FALSE POSITIVE,0,0,1,0,59.94,47751.0,1878.0,0.531,2942.15,814.1
FALSE POSITIVE,0,0,1,0,34.05,101310.0,1291.0,0.705,659.45,1026.0
CANDIDATE,0,0,0,0,0.67,65.4,1633.0,0.058,1680.03,12.4
FALSE POSITIVE,0,1,0,0,82.03,227140.0,1204.0,0.753,496.41,4355.5
FALSE POSITIVE,0,0,1,0,74.25,85952.0,1014.0,0.356,250.21,2526.2
FALSE POSITIVE,0,0,1,0,50.74,103790.0,242.0,1.149,0.81,864.5
FALSE POSITIVE,0,0,1,0,98.04,247560.0,2547.0,0.719,9953.28,792.9
FALSE POSITIVE,1,0,1,0,47.68,2363.8,1661.0,1.276,1797.72,251.4
FALSE POSITIVE,0,0,1,0,46.3,30746.0,1501.0,1.189,1195.13,1378.9
FALSE POSITIVE,0,1,0,0,6.15,212.2,792.0,0.811,93.05,8.9
FALSE POSITIVE,1,0,0,0,1.06,93.8,1686.0,0.596,1911.54,8.8
FALSE POSITIVE,0,0,1,0,104.57,262980.0,1555.0,0.5,1380.83,4761.5
FALSE POSITIVE,0,0,1,0,56.11,38119.0,1716.0,1.153,2048.37,2271.0
FALSE POSITIVE,0,0,1,0,571.07,617990.0,2063.0,0.993,4283.18,1587.7
FALSE POSITIVE,0,0,1,0,46.59,465920.0,1505.0,0.404,1220.53,1012.9
FALSE POSITIVE,0,0,1,1,0.64,44.7,1651.0,0.469,1750.61,14.8
CANDIDATE,0,0,0,0,0.87,143.2,1391.0,0.312,884.21,11.1
CANDIDATE,0,0,0,0,0.98,71.4,1291.0,0.318,656.3,9.8
FALSE POSITIVE,1,0,1,1,2.83,119.4,831.0,1.016,113.05,10.7
FALSE POSITIVE,0,0,0,1,0.91,90.1,1056.0,0.557,293.68,10.5
FALSE POSITIVE,1,0,0,1,0.58,29.9,1054.0,0.775,291.25,13.5
FALSE POSITIVE,0,0,1,0,51.9,118860.0,657.0,0.989,43.93,1216.8
FALSE POSITIVE,0,1,0,1,0.57,16.2,2633.0,0.615,11321.32,13.8
FALSE POSITIVE,0,1,0,1,1.15,68.9,2457.0,0.974,8648.94,21.7
FALSE POSITIVE,1,1,0,1,0.88,73.9,2260.0,0.648,6188.18,23.3
FALSE POSITIVE,0,1,0,1,1.54,125.7,2160.0,0.982,5129.25,14.1
FALSE POSITIVE,0,1,0,1,1.07,92.1,2383.0,0.77,7585.82,26.4
FALSE POSITIVE,0,0,1,0,29.77,77410.0,798.0,0.57,95.83,2822.1
FALSE POSITIVE,0,0,1,0,33.8,173170.0,463.0,0.458,10.85,3487.8
FALSE POSITIVE,0,1,0,0,31.72,316.3,1038.0,1.179,274.67,153.7
CANDIDATE,0,0,0,0,0.91,32.8,1266.0,0.096,607.33,10.2
FALSE POSITIVE,0,1,0,0,1.54,47.0,2480.0,0.72,8937.14,42.0
CANDIDATE,0,0,0,0,0.76,62.5,1653.0,0.479,1770.63,10.3
FALSE POSITIVE,1,1,0,0,21.07,227.2,1590.0,1.215,1514.63,21.1
FALSE POSITIVE,0,0,1,0,88.64,87567.0,2795.0,1.003,14421.97,3979.1
FALSE POSITIVE,1,1,0,0,0.48,61.3,1444.0,0.352,1029.91,23.6
FALSE POSITIVE,0,0,1,0,127.38,164610.0,972.0,0.315,211.38,1255.2
FALSE POSITIVE,1,1,0,0,2.63,842.0,251.0,0.485,0.94,7.9
FALSE POSITIVE,0,0,1,0,83.26,131000.0,1852.0,0.931,2776.19,3290.5
FALSE POSITIVE,1,1,0,0,1.09,99.0,2360.0,0.021,7376.27,7.8
CANDIDATE,0,0,0,0,0.97,60.6,1805.0,0.966,2518.85,11.3
FALSE POSITIVE,0,0,1,0,71.55,123180.0,771.0,0.957,83.71,2674.6
FALSE POSITIVE,0,0,1,0,131.41,263640.0,2422.0,0.661,8125.86,1488.6
FALSE POSITIVE,0,1,0,0,2.11,57.0,2348.0,0.728,7197.15,38.1
CANDIDATE,0,0,0,0,1.61,69.1,664.0,0.818,45.99,10.0
FALSE POSITIVE,1,0,1,1,0.54,78.9,1072.0,0.051,311.53,17.6
FALSE POSITIVE,1,1,0,1,0.81,51.3,1756.0,0.412,2252.47,10.8
FALSE POSITIVE,0,0,1,0,68.93,41580.0,1375.0,1.006,843.46,827.0
FALSE POSITIVE,0,0,0,1,1.16,36.5,2049.0,0.463,4175.66,5.9
FALSE POSITIVE,0,0,1,0,51.63,36484.0,1053.0,1.167,290.75,1098.3
FALSE POSITIVE,1,0,0,1,0.98,94.1,2223.0,0.039,5800.4,10.4
FALSE POSITIVE,0,0,1,0,41.84,248940.0,605.0,0.718,31.69,1524.1
FALSE POSITIVE,1,0,0,1,0.73,66.8,1434.0,0.404,997.34,10.7
FALSE POSITIVE,0,0,1,0,61.45,150460.0,1000.0,0.667,236.6,5640.0
FALSE POSITIVE,1,0,1,1,0.57,27.8,2192.0,0.129,5431.8,11.2
FALSE POSITIVE,1,0,0,1,1.54,282.5,932.0,0.272,178.49,9.8
FALSE POSITIVE,0,1,0,0,95.86,421.3,2410.0,1.209,7969.78,102.3
FALSE POSITIVE,0,1,0,0,92.55,325530.0,2344.0,0.579,7160.97,1703.0
FALSE POSITIVE,0,0,1,0,71.45,341720.0,486.0,0.583,13.15,963.5
FALSE POSITIVE,0,0,1,0,81.28,406770.0,1992.0,0.427,3709.26,2165.3
FALSE POSITIVE,0,0,1,1,1.51,61.1,2489.0,0.565,9056.7,22.3
FALSE POSITIVE,0,0,1,0,59.02,143630.0,931.0,1.013,177.19,2096.8
FALSE POSITIVE,0,0,1,0,37.78,52609.0,1389.0,1.165,878.27,324.4
FALSE POSITIVE,0,0,1,0,43.23,44998.0,2102.0,0.434,4618.62,987.8
FALSE POSITIVE,0,1,0,0,22.46,2797.5,1141.0,0.719,401.55,306.7
FALSE POSITIVE,0,0,1,0,139.59,255950.0,1755.0,0.686,2239.55,772.7
FALSE POSITIVE,0,0,1,0,44.91,29989.0,257.0,1.179,1.03,687.5
FALSE POSITIVE,1,0,0,0,1.1,88.3,1249.0,0.436,574.76,14.5
FALSE POSITIVE,1,1,0,0,1.04,128.2,1258.0,0.01,592.18,8.1
FALSE POSITIVE,0,0,0,1,0.75,18.0,2137.0,0.564,4939.44,14.2
FALSE POSITIVE,0,1,0,0,0.57,26.6,2116.0,0.249,4765.1,5.7
FALSE POSITIVE,1,0,1,1,1.17,100.3,2027.0,0.985,3972.65,18.3
FALSE POSITIVE,0,0,0,1,1.04,98.8,2270.0,0.575,6276.39,12.3
FALSE POSITIVE,1,0,1,0,50.53,44116.0,1648.0,1.148,1740.78,717.5
FALSE POSITIVE,0,0,1,0,47.71,252700.0,787.0,0.157,90.8,7795.3
FALSE POSITIVE,1,0,0,0,216.92,71.8,7492.0,0.77,744614.96,6.3
FALSE POSITIVE,0,0,1,0,54.35,163090.0,1454.0,0.756,1054.79,1305.8
CANDIDATE,0,0,0,0,1.2,125.4,1133.0,0.661,389.31,10.1
FALSE POSITIVE,0,0,1,0,47.64,372130.0,1416.0,0.393,951.77,1066.7
FALSE POSITIVE,0,0,1,0,40.3,151000.0,1559.0,0.633,1402.93,622.8
FALSE POSITIVE,1,0,1,1,16.24,418.1,1113.0,1.189,362.73,27.3
FALSE POSITIVE,0,1,0,0,1.42,39.0,2520.0,0.769,9504.13,29.9
FALSE POSITIVE,0,0,1,0,28.99,101790.0,970.0,0.97,209.45,1884.3
FALSE POSITIVE,0,0,1,0,108.46,261350.0,1559.0,0.521,1398.38,2851.3
FALSE POSITIVE,1,0,1,1,97.92,618.6,8138.0,0.03,1040816.86,10.0
FALSE POSITIVE,1,0,1,1,1.52,203.6,954.0,0.98,195.56,25.9
FALSE POSITIVE,0,0,1,0,35.8,117460.0,842.0,0.84,118.99,1676.8
FALSE POSITIVE,0,0,1,0,186.53,266180.0,1361.0,0.694,810.65,7232.1
FALSE POSITIVE,0,0,1,0,31.2,13054.0,880.0,0.986,141.75,443.9
CANDIDATE,0,0,0,0,1.18,214.3,1283.0,0.415,638.54,9.5
CANDIDATE,0,0,0,0,2.26,350.1,1172.0,0.187,446.38,11.1
FALSE POSITIVE,0,1,0,0,2.64,124.6,2246.0,0.984,6009.05,63.3
FALSE POSITIVE,0,0,1,0,109.33,200860.0,2582.0,0.356,10502.8,3260.0
FALSE POSITIVE,0,0,1,0,44.96,142060.0,633.0,0.905,37.92,2506.6
FALSE POSITIVE,0,0,1,0,29.45,103470.0,358.0,0.963,3.89,1065.9
FALSE POSITIVE,1,0,0,1,9.04,145.9,2440.0,0.217,8389.62,17.0
FALSE POSITIVE,0,0,1,0,141.7,188920.0,2697.0,0.547,12482.82,6016.2
FALSE POSITIVE,0,0,1,0,87.4,188220.0,1831.0,0.824,2652.65,541.9
CANDIDATE,0,0,0,0,0.73,0.0,2518.0,1.004,9497.39,0.0
CANDIDATE,0,0,0,0,1.5,157.8,856.0,0.435,126.84,10.0
FALSE POSITIVE,0,1,0,0,0.84,77.2,1184.0,0.192,464.19,9.6
FALSE POSITIVE,0,0,1,0,47.62,504410.0,1202.0,0.223,495.27,1288.0
FALSE POSITIVE,1,0,0,1,0.86,98.5,1420.0,0.307,965.03,8.9
FALSE POSITIVE,1,0,0,0,16.5,496.4,586.0,1.158,27.84,11.6
FALSE POSITIVE,0,1,0,0,82.22,129700.0,1287.0,0.922,649.25,224.9
FALSE POSITIVE,0,0,1,0,66.58,145.6,3992.0,1.114,60096.61,58.1
FALSE POSITIVE,0,0,1,0,378.99,31526.0,4440.0,0.817,91765.97,1566.6
